,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Pub_prod,Dev_prod,Developer_id,Publisher_id,Pub_score,Dev_score
13717,The Sims 2: Pets,PC,2006.0,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,76.0,23.0,7.7,40.0,Maxis,T,1356,49,86,7,74.50535540408958,74.45238095238095
13718,Deadliest Warrior: Ancient Combat,X360,2012.0,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,37.0,5.0,6.3,4.0,"Pipeworks Software, Inc.",M,2,17,165,252,37.0,55.84615384615385
13724,The Kore Gang,Wii,2010.0,Platform,Flashpoint Games,0.04,0.0,0.0,0.0,0.04,70.0,10.0,8.6,7.0,Snap Dragon Games,E10+,2,1,1306,253,64.0,70.0
13730,Rugby Challenge 3,PS4,2016.0,Sports,Alternative Software,0.0,0.04,0.0,0.01,0.04,64.0,4.0,6.8,12.0,Wicked Witch Software,E,6,4,1307,254,64.0,64.0
13733,Blood Bowl,PC,2009.0,Sports,Focus Home Interactive,0.02,0.02,0.0,0.0,0.04,72.0,34.0,6.5,57.0,Cyanide,T,61,9,948,61,63.23684210526316,60.285714285714285
13734,Port Royale 2,PC,2004.0,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04,75.0,20.0,7.7,40.0,Ascaron Entertainment GmbH,T,3,3,1308,233,73.0,73.0
13735,Star Trek: Shattered Universe,XB,2004.0,Simulation,Global Star,0.03,0.01,0.0,0.0,0.04,41.0,21.0,4,10.0,Starsphere Interactive,E,39,2,1114,39,57.45454545454545,41.5
13736,Company of Heroes: Tales of Valor,PC,2009.0,Strategy,THQ,0.0,0.03,0.0,0.01,0.04,70.0,42.0,7.2,204.0,Relic,M,715,14,542,26,66.74567901234568,79.92857142857143
13740,Guilty Gear XX Accent Core,Wii,2007.0,Fighting,505 Games,0.03,0.0,0.0,0.0,0.04,75.0,15.0,8.4,19.0,Arc System Works,T,191,46,461,15,61.92631578947368,76.375
13741,Lionel Trains: On Track,DS,2006.0,Action,DSI Games,0.04,0.0,0.0,0.0,0.04,47.0,4.0,tbd,,Black Lantern Studios,E,5,28,351,213,41.0,46.77777777777778
13742,WarJetz,PS2,2001.0,Shooter,3DO,0.02,0.02,0.0,0.01,0.04,59.0,9.0,5.5,4.0,3DO,T,36,17,673,113,57.470588235294116,55.294117647058826
13745,Stellaris,PC,2016.0,Strategy,Paradox Interactive,0.0,0.04,0.0,0.0,0.04,78.0,57.0,8,569.0,Paradox Development Studio,,23,5,1188,171,71.86666666666666,77.0
13747,Catwoman,GBA,2004.0,Action,Electronic Arts,0.03,0.01,0.0,0.0,0.04,61.0,7.0,tbd,,Magic Pockets,T,1356,23,405,7,74.50535540408958,64.88888888888889
13748,Devil May Cry 4,PC,2008.0,Action,Capcom,0.01,0.02,0.0,0.01,0.04,78.0,21.0,8.5,353.0,Capcom,M,386,139,46,16,71.65581395348838,74.44360902255639
13750,Capcom Fighting Evolution,XB,2005.0,Fighting,Capcom,0.03,0.01,0.0,0.0,0.04,61.0,20.0,tbd,,Capcom,T,386,139,46,16,71.65581395348838,74.44360902255639
13754,World Poker Tour,PSP,2006.0,Misc,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,68.0,14.0,tbd,,Coresoft,T,422,9,386,2,75.01360544217687,63.5
13755,Barnyard,Wii,2006.0,Action,THQ,0.04,0.0,0.0,0.0,0.04,65.0,15.0,5.7,7.0,Blue Tongue Entertainment,E10+,715,14,383,26,66.74567901234568,66.92307692307692
13761,Test Drive: Ferrari Legends,PS3,2012.0,Racing,Unknown,0.04,0.0,0.0,0.01,0.04,62.0,19.0,4.9,22.0,"Atari, Slightly Mad Studios, Atari SA",E,201,1,1309,49,64.82417582417582,62.0
13762,Heroes of Might and Magic V,PC,2006.0,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,77.0,41.0,7.9,349.0,Nival Interactive,T,933,1,1310,5,68.51433691756273,77.0
13770,Metal Gear Solid: Digital Graphic Novel,PSP,2006.0,Misc,Konami Digital Entertainment,0.02,0.0,0.02,0.0,0.04,78.0,22.0,7.2,21.0,Kojima Productions,M,834,15,43,10,68.34451219512195,80.08333333333333
13772,Aeon Flux,PS2,2005.0,Action,THQ,0.02,0.02,0.0,0.01,0.04,66.0,19.0,5.8,9.0,Terminal Reality,T,715,27,220,26,66.74567901234568,65.0
13774,Age of Mythology: The Titans,PC,2003.0,Strategy,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.04,84.0,25.0,8.7,119.0,Ensemble Studios,T,191,7,146,1,76.10884353741497,85.6
13777,Psycho-Pass: Mandatory Happiness,PS4,2016.0,Adventure,Nippon Ichi Software,0.03,0.0,0.0,0.01,0.04,72.0,26.0,8.3,19.0,5pb,T,106,7,917,80,68.06557377049181,73.28571428571429
13779,Virtua Tennis 4,PC,2011.0,Sports,Sega,0.0,0.03,0.0,0.01,0.04,66.0,5.0,7.3,43.0,Sega,E,638,38,173,25,69.74608150470219,69.86111111111111
13781,Shattered Union,XB,2005.0,Strategy,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,66.0,17.0,6.9,7.0,PopTop Software,T,422,2,1311,2,75.01360544217687,73.0
13782,GRID,PC,,Racing,Codemasters,0.0,0.03,0.0,0.01,0.04,87.0,25.0,7.9,463.0,Codemasters,E,150,62,273,43,70.94214876033058,77.77049180327869
13785,Mat Hoffman's Pro BMX 2,GC,2002.0,Sports,Activision,0.03,0.01,0.0,0.0,0.04,70.0,12.0,tbd,,Rainbow Studios,T,985,36,160,4,69.66783831282953,69.8529411764706
13787,Unchained Blades ,3DS,2011.0,Role-Playing,FuRyu,0.0,0.0,0.04,0.0,0.04,65.0,8.0,7.8,16.0,FuRyu,T,28,5,799,130,64.33333333333333,67.2
13788,Terraria,XOne,2014.0,Action,505 Games,0.0,0.04,0.0,0.0,0.04,84.0,5.0,7.7,29.0,Engine Software,T,191,10,493,15,61.92631578947368,78.66666666666667
13790,Company of Heroes: Opposing Fronts,PC,2007.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.04,87.0,36.0,8.6,235.0,Relic,M,715,14,542,26,66.74567901234568,79.92857142857143
13793,NHL Hitz Pro,GC,,Sports,Unknown,0.03,0.01,0.0,0.0,0.04,81.0,15.0,7.8,5.0,Next Level Games,E,201,13,66,49,64.82417582417582,67.0
13805,Superman: Countdown to Apokolips,GBA,2003.0,Platform,Atari,0.03,0.01,0.0,0.0,0.04,47.0,5.0,5.7,6.0,Mistic Software,E,367,9,752,21,65.81308411214954,60.666666666666664
13811,Worms 4: Mayhem,XB,2005.0,Strategy,Codemasters,0.03,0.01,0.0,0.0,0.04,69.0,27.0,9.2,6.0,Team 17,T,150,24,420,43,70.94214876033058,63.26086956521739
13813,Rise of Nations,PC,2003.0,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,89.0,30.0,9,274.0,Big Huge Games,T,191,6,412,1,76.10884353741497,82.66666666666667
13817,Men of War: Vietnam,PC,2011.0,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04,68.0,19.0,4.9,35.0,Best Way,T,201,2,1312,49,64.82417582417582,74.0
13819,Imperial Glory,PC,2005.0,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,69.0,28.0,8.4,73.0,Pyro Studios,T,198,10,876,19,68.50359712230215,62.9
13823,Antz Extreme Racing,PS2,2002.0,Racing,Empire Interactive,0.02,0.02,0.0,0.01,0.04,31.0,5.0,5,8.0,Empire Interactive,E,53,4,804,54,61.829268292682926,56.5
13829,Mike Tyson Boxing,GBA,2002.0,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.04,44.0,8.0,tbd,,Virtucraft,E,933,3,475,5,68.51433691756273,58.0
13833,Samurai Warriors 2: Empires,X360,2007.0,Action,Tecmo Koei,0.03,0.0,0.01,0.0,0.04,53.0,29.0,8.5,13.0,Omega Force,T,348,80,180,33,65.56551724137931,64.05797101449275
13834,Metal Slug XX,PSP,2009.0,Shooter,DHM Interactive,0.03,0.0,0.0,0.0,0.04,67.0,22.0,6.1,9.0,SNK Playmore,T,3,26,708,255,66.0,67.29166666666667
13836,Patrician IV,PC,2010.0,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04,66.0,18.0,6.4,34.0,Gaming Minds Studios,E,29,4,878,116,66.64,64.0
13838,Fisherman's Challenge,PS2,2003.0,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04,67.0,7.0,7.5,4.0,Konami,E,834,162,67,10,68.34451219512195,69.65891472868218
13839,Mission: Impossible - Operation Surma,GBA,2003.0,Platform,Atari,0.03,0.01,0.0,0.0,0.04,42.0,16.0,tbd,,M4 Limited,T,367,1,1313,21,65.81308411214954,42.0
13842,Resident Evil: Revelations,PC,2013.0,Action,Capcom,0.0,0.04,0.0,0.0,0.04,77.0,12.0,7,342.0,Capcom,M,386,139,46,16,71.65581395348838,74.44360902255639
13847,The Da Vinci Code,XB,2006.0,Action,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,52.0,34.0,2.8,5.0,Double Helix Games,T,422,22,102,2,75.01360544217687,59.666666666666664
13850,Super Black Bass Fishing,DS,2005.0,Sports,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,35.0,6.0,tbd,,Starfish,E,92,8,1208,83,55.61363636363637,48.0
13855,Pure Pinball,XB,2004.0,Misc,XS Games,0.03,0.01,0.0,0.0,0.04,68.0,11.0,8.5,6.0,Iridon Interactive AB,E,12,2,1276,139,46.0,69.0
13869,Headhunter: Redemption,PS2,2004.0,Action,Sega,0.02,0.01,0.0,0.0,0.04,62.0,29.0,6.7,7.0,Amuze,M,638,3,667,25,69.74608150470219,65.0
13870,Stuntman,GBA,2003.0,Racing,Atari,0.03,0.01,0.0,0.0,0.04,77.0,8.0,tbd,,Atari,E,367,9,639,21,65.81308411214954,67.71428571428571
13871,The Chase: Felix Meets Felicity,DS,2009.0,Action,Atari,0.04,0.0,0.0,0.0,0.04,59.0,9.0,tbd,,Razorback Developments,E,367,5,1062,21,65.81308411214954,57.75
13874,Dead Rising,PS4,2016.0,Action,Capcom,0.02,0.0,0.01,0.01,0.04,78.0,6.0,6.6,30.0,Capcom,M,386,139,46,16,71.65581395348838,74.44360902255639
13876,Grand Theft Auto: Vice City,PC,2003.0,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04,94.0,30.0,8.8,1520.0,Rockstar North,M,422,14,2,2,75.01360544217687,92.85714285714286
13880,Surf's Up,PS3,2007.0,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,59.0,8.0,5.1,7.0,Ubisoft Montreal,E10+,933,101,50,5,68.51433691756273,74.59574468085107
13885,SWAT: Target Liberty,PSP,2007.0,Shooter,Vivendi Games,0.03,0.0,0.0,0.0,0.04,50.0,26.0,7.7,9.0,3G Studios,T,164,3,304,23,66.9051094890511,47.666666666666664
13886,Twin Strike: Operation Thunder,Wii,2008.0,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04,50.0,7.0,8.3,6.0,Naps Team,E10+,33,2,1314,45,47.0,60.0
13887,CSI: Fatal Conspiracy,PC,2010.0,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04,47.0,5.0,5.5,6.0,Telltale Games,M,933,14,860,5,68.51433691756273,56.166666666666664
13888,Bomberman: Act Zero,X360,2006.0,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,34.0,41.0,2.2,42.0,Hudson,T,834,15,20,10,68.34451219512195,66.14285714285714
13890,Empire Earth III,PC,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,50.0,40.0,2.8,53.0,Mad Doc Software,T,164,4,913,23,66.9051094890511,62.25
13891,Astro Boy: The Video Game,PSP,2009.0,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,60.0,6.0,tbd,,High Voltage Software,E10+,184,55,315,48,61.170212765957444,61.026315789473685
13895,Resident Evil: Operation Raccoon City,PC,2012.0,Action,Capcom,0.0,0.03,0.0,0.01,0.04,48.0,8.0,3.8,188.0,Slant Six,M,386,5,309,16,71.65581395348838,57.8
13899,Dreamfall: The Longest Journey,XB,2006.0,Adventure,Empire Interactive,0.03,0.01,0.0,0.0,0.04,73.0,42.0,8.8,24.0,Funcom,M,53,5,935,54,61.829268292682926,78.2
13904,JASF: Jane's Advanced Strike Fighters,PC,2011.0,Simulation,Deep Silver,0.02,0.01,0.0,0.0,0.04,48.0,4.0,3.1,14.0,Trickstar Games,T,121,3,1074,31,61.607142857142854,44.666666666666664
13909,Outlaw Volleyball Remixed,PS2,2004.0,Sports,Global Star,0.02,0.01,0.0,0.0,0.04,57.0,9.0,tbd,,Hypnotix,M,39,7,689,39,57.45454545454545,67.57142857142857
13911,The Adventures of Darwin,PS2,2006.0,Strategy,Essential Games,0.01,0.0,0.03,0.0,0.04,53.0,10.0,tbd,,Vingt-et-un Systems,E10+,3,3,326,256,53.0,52.0
13918,Brothers In Arms DS,DS,2007.0,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.04,72.0,27.0,8,25.0,Gameloft,T,933,9,526,5,68.51433691756273,55.166666666666664
13923,Off-Road Drive,PC,2011.0,Racing,1C Company,0.0,0.03,0.0,0.0,0.04,60.0,10.0,6.4,17.0,Avalon Style,,3,1,1315,236,73.0,60.0
13927,Colin McRae Rally 3,XB,2002.0,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,86.0,25.0,7.4,14.0,Codemasters,E,150,62,273,43,70.94214876033058,77.77049180327869
13931,TMNT,DS,2007.0,Action,Ubisoft,0.03,0.01,0.0,0.0,0.04,42.0,10.0,2.2,5.0,Ubisoft Quebec,E10+,933,18,101,5,68.51433691756273,65.76923076923077
13936,Stolen,PS2,2005.0,Action,Hip Interactive,0.02,0.01,0.0,0.0,0.04,51.0,16.0,7.4,16.0,Blue 52,T,5,1,1316,174,50.2,51.0
13939,Stoked: Big Air Edition,X360,2009.0,Sports,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,72.0,21.0,7.7,16.0,Bongfish,T,939,2,864,22,66.44802867383513,70.0
13942,LEGO Jurassic World,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,72.0,8.0,7.1,31.0,TT Games,E10+,235,73,175,17,69.67320261437908,70.79545454545455
13943,Pro Race Driver,XB,2003.0,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,80.0,17.0,7.5,4.0,Codemasters,T,150,62,273,43,70.94214876033058,77.77049180327869
13951,The Movies,PC,2005.0,Simulation,Activision,0.01,0.03,0.0,0.01,0.04,84.0,62.0,8.3,131.0,Lionhead Studios,T,985,6,57,4,69.66783831282953,78.66666666666667
13952,Countdown Vampires,PS,1999.0,Adventure,Namco Bandai Games,0.02,0.01,0.0,0.0,0.04,41.0,6.0,tbd,,K2 LLC,M,939,7,327,22,66.44802867383513,57.57142857142857
13958,FIFA World Cup Germany 2006,DS,2006.0,Sports,Electronic Arts,0.03,0.0,0.0,0.0,0.04,71.0,7.0,7.2,6.0,EA Canada,E,1356,167,34,7,74.50535540408958,76.15094339622641
13964,Supreme Commander: Forged Alliance,PC,2007.0,Strategy,THQ,0.01,0.02,0.0,0.0,0.04,81.0,35.0,8.9,219.0,Gas Powered Games,E10+,715,7,699,26,66.74567901234568,77.85714285714286
13968,Dragon Ball: Advanced Adventure,GBA,2004.0,Action,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,75.0,7.0,8.5,11.0,Dimps Corporation,E10+,939,26,113,22,66.44802867383513,66.17391304347827
13971,The Ripping Friends,GBA,2002.0,Action,THQ,0.03,0.01,0.0,0.0,0.04,38.0,12.0,tbd,,Creations,E,715,2,610,26,66.74567901234568,48.5
13974,Lost Planet 3,PC,2013.0,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04,61.0,17.0,6.2,210.0,Spark Unlimited,T,386,10,128,16,71.65581395348838,56.1
13975,Super Army War,GBA,2005.0,Action,Flashpoint Games,0.03,0.01,0.0,0.0,0.04,58.0,8.0,tbd,,Atlus Co.,T,2,10,433,253,64.0,80.6
13977,Echo Night Beyond,PS2,2004.0,Adventure,Indie Games,0.02,0.01,0.0,0.0,0.04,60.0,22.0,8.8,8.0,From Software,T,3,43,156,128,63.333333333333336,69.88095238095238
13978,Meteos: Disney Magic,DS,2007.0,Puzzle,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.04,74.0,36.0,6.6,5.0,Q Entertainment,E,218,10,624,27,64.46601941747574,77.77777777777777
13985,Beyblade Evolution,3DS,2013.0,Action,Rising Star Games,0.02,0.01,0.0,0.0,0.04,49.0,7.0,6.3,4.0,Rising Star Games,E,87,6,1294,71,65.65079365079364,60.5
13987,Evolution Skateboarding,GC,2002.0,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,44.0,5.0,tbd,,KCEO,T,834,7,679,10,68.34451219512195,55.857142857142854
13988,Castlevania: Lords of Shadow 2,PC,2014.0,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04,58.0,16.0,7.7,498.0,Mercury Steam,M,834,6,336,10,68.34451219512195,72.0
13989,Greg Hastings' Tournament Paintball Max'd,DS,2006.0,Shooter,Activision,0.03,0.0,0.0,0.0,0.04,39.0,4.0,7.4,10.0,Nightlight Studios,E10+,985,1,1317,4,69.66783831282953,39.0
13992,Halo: Combat Evolved,PC,2003.0,Shooter,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.04,83.0,40.0,7.4,396.0,Gearbox Software,M,191,29,97,1,76.10884353741497,74.44444444444444
13994,Exist Archive: The Other Side of the Sky,PS4,2015.0,Role-Playing,Aksys Games,0.01,0.0,0.03,0.0,0.04,69.0,13.0,7.9,16.0,Tri-Ace,T,8,11,225,219,68.28571428571429,75.18181818181819
13996,Little Red Riding Hood's Zombie BBQ,DS,2008.0,Shooter,Destineer,0.03,0.0,0.0,0.0,0.04,68.0,15.0,7.3,8.0,EnjoyUp Games,T,45,1,1318,125,49.72727272727273,68.0
14002,Assassin's Creed Chronicles: China,PS4,2015.0,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,69.0,44.0,6.4,83.0,"Climax Group, Climax Studios",T,933,9,577,5,68.51433691756273,75.0
14004,Worms: Ultimate Mayhem,PC,2011.0,Strategy,Unknown,0.0,0.03,0.0,0.0,0.04,66.0,4.0,7.8,48.0,Team 17,E10+,201,24,420,49,64.82417582417582,63.26086956521739
14005,Rugby 08,PS2,2007.0,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.04,74.0,21.0,7.4,25.0,EA Canada,E,1356,167,34,7,74.50535540408958,76.15094339622641
14008,Caesar IV,PC,2006.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,74.0,32.0,7.6,43.0,Tilted Mill,E10+,164,2,1319,23,66.9051094890511,68.5
14010,Ferrari Challenge Trofeo Pirelli,PS3,2008.0,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,71.0,37.0,6.2,26.0,Eutechnyx,E,14,25,423,103,68.5,55.904761904761905
14011,Cy Girls,PS2,2004.0,Action,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,53.0,28.0,8.8,4.0,KCEJ,M,834,12,42,10,68.34451219512195,77.75
14012,Ray Gigant,PSV,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,72.0,14.0,8.1,25.0,Bandai Namco Games,T,939,26,234,22,66.44802867383513,65.61904761904762
14013,APB Reloaded,PC,2011.0,Role-Playing,Iceberg Interactive,0.02,0.01,0.0,0.0,0.04,56.0,12.0,5.7,269.0,"Reloaded Productions, Reloaded Games Inc.",M,3,1,1320,257,57.666666666666664,56.0
14014,The Sum of All Fears,GBA,2002.0,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.04,69.0,8.0,tbd,,Red Storm Entertainment,T,933,8,216,5,68.51433691756273,71.25
14018,Bubble Bobble Double Shot,DS,2007.0,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.04,50.0,12.0,4.8,4.0,Marvelous Entertainment,E,87,7,429,71,65.65079365079364,61.285714285714285
14019,Bionicle Heroes,Wii,2007.0,Shooter,Eidos Interactive,0.03,0.0,0.0,0.0,0.04,52.0,7.0,5.8,5.0,Traveller's Tales,E10+,198,77,48,19,68.50359712230215,72.05333333333333
14020,Harry Potter and the Order of the Phoenix,PC,2007.0,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.04,63.0,11.0,7.1,34.0,EA Games,E10+,1356,26,104,7,74.50535540408958,67.23076923076923
14021,Minority Report: Everybody Runs,GBA,2002.0,Action,Activision,0.03,0.01,0.0,0.0,0.04,54.0,8.0,tbd,,Torus Games,T,985,29,880,4,69.66783831282953,55.714285714285715
14023,C.O.R.E.,DS,2009.0,Shooter,Graffiti,0.03,0.0,0.0,0.0,0.04,44.0,16.0,6.9,19.0,NoWay Studio,M,6,1,1321,235,46.0,44.0
14027,Chaos Wars,PS2,2006.0,Strategy,Idea Factory,0.0,0.0,0.04,0.0,0.04,64.0,9.0,6.9,9.0,Idea Factory,T,133,5,1095,180,62.0,67.0
14028,Steambot Chronicles,PS2,2005.0,Role-Playing,505 Games,0.02,0.01,0.0,0.0,0.04,74.0,35.0,8.2,17.0,Irem,T,191,7,853,15,61.92631578947368,66.57142857142857
14033,Gumby vs. the Astrobots,GBA,2005.0,Action,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,63.0,4.0,tbd,,Torus Games,E,939,29,880,22,66.44802867383513,55.714285714285715
14035,Scaler,GC,2004.0,Platform,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,69.0,11.0,7.3,8.0,Artificial Mind and Movement,E,422,61,426,2,75.01360544217687,57.31481481481482
14038,Scarface: The World is Yours,PC,2006.0,Action,Vivendi Games,0.01,0.02,0.0,0.0,0.04,73.0,18.0,7.5,57.0,Radical Entertainment,M,164,38,290,23,66.9051094890511,67.55263157894737
14040,Legasista,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,68.0,13.0,6.3,15.0,System Prisma,T,106,1,1322,80,68.06557377049181,68.0
14041,Fatal Fury: Battle Archives Volume 1,PS2,2006.0,Fighting,Ignition Entertainment,0.02,0.01,0.0,0.0,0.04,68.0,22.0,8.3,4.0,SNK Playmore,T,61,26,708,92,66.07317073170732,67.29166666666667
14043,Harry Potter and the Prisoner of Azkaban,PC,2004.0,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.04,67.0,19.0,7.2,50.0,KnowWonder,E,1356,3,1251,7,74.50535540408958,69.66666666666667
14046,OutRun 2006: Coast 2 Coast,PSP,2006.0,Racing,Sega,0.03,0.01,0.0,0.0,0.04,82.0,31.0,8.1,14.0,Sumo Digital,E,638,20,125,25,69.74608150470219,71.94444444444444
14049,Fading Shadows,PSP,2008.0,Puzzle,Ivolgamus,0.03,0.0,0.0,0.0,0.04,62.0,13.0,tbd,,Ivolgamus,E,1,2,1323,258,62.0,62.0
14051,Smashing Drive,XB,2002.0,Racing,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,42.0,9.0,tbd,,Namco,T,939,64,31,22,66.44802867383513,75.9375
14053,Without Warning,PS2,2005.0,Shooter,Capcom,0.02,0.01,0.0,0.0,0.04,45.0,25.0,6.5,8.0,CiRCLE,M,386,2,1324,16,71.65581395348838,45.0
14056,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005.0,Action,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,56.0,13.0,tbd,,Konami,E10+,834,162,67,10,68.34451219512195,69.65891472868218
14058,Napoleon Dynamite: The Game,PSP,2007.0,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.04,37.0,14.0,4.6,7.0,7 Studios,E10+,71,15,591,41,59.55,51.23076923076923
14060,Saints Row 2,PC,2009.0,Action,THQ,0.0,0.03,0.0,0.01,0.04,72.0,24.0,6.8,380.0,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre",M,715,1,1325,26,66.74567901234568,72.0
14062,Trine 2,PC,2011.0,Platform,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04,84.0,55.0,8.4,667.0,"Frozenbyte, Inc.",E10+,61,2,1326,61,63.23684210526316,82.0
14063,Monster Force,GBA,2002.0,Shooter,Universal Interactive,0.03,0.01,0.0,0.0,0.04,65.0,9.0,tbd,,Digital Eclipse,E,23,29,77,18,60.857142857142854,69.13793103448276
14070,World Championship Pool 2004,XB,2003.0,Sports,Jaleco,0.03,0.01,0.0,0.0,0.04,67.0,11.0,tbd,,Blade Interactive,E,23,6,580,158,59.63636363636363,54.833333333333336
14073,Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008.0,Adventure,Ignition Entertainment,0.03,0.0,0.0,0.0,0.04,67.0,30.0,8.2,29.0,InLight Entertainment,E10+,61,1,1327,92,66.07317073170732,67.0
14077,Flow: Urban Dance Uprising,PS2,2005.0,Misc,Ubisoft,0.02,0.01,0.0,0.0,0.04,65.0,10.0,tbd,,Artificial Mind and Movement,T,933,61,426,5,68.51433691756273,57.31481481481482
14080,Transport Fever,PC,2016.0,Simulation,Astragon,0.0,0.03,0.0,0.0,0.04,70.0,11.0,7,28.0,Urban Games,,7,1,1328,259,58.0,70.0
14082,Homefront: The Revolution,PC,2016.0,Shooter,Deep Silver,0.01,0.02,0.0,0.0,0.04,54.0,48.0,3.5,284.0,Deep Silver Dambuster Studios,M,121,3,692,31,61.607142857142854,50.333333333333336
14084,RLH: Run Like Hell,XB,2003.0,Shooter,Avalon Interactive,0.03,0.01,0.0,0.0,0.04,55.0,22.0,8,5.0,Digital Mayhem,M,6,3,1104,226,63.5,64.0
14088,Obscure,XB,2004.0,Adventure,MC2 Entertainment,0.03,0.01,0.0,0.0,0.04,66.0,29.0,8.4,9.0,Hydravision,M,3,6,919,260,74.0,56.0
14091,Just Dance 2017,XOne,2016.0,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04,75.0,5.0,8,6.0,Ubisoft Paris,E10+,933,19,30,5,68.51433691756273,68.73333333333333
14093,Stranger of Sword City,PSV,2015.0,Role-Playing,Nippon Ichi Software,0.02,0.0,0.0,0.01,0.04,71.0,24.0,8,30.0,Experience Inc.,T,106,3,941,80,68.06557377049181,69.0
14098,World of Goo,PC,2008.0,Puzzle,2D Boy,0.0,0.03,0.0,0.01,0.04,90.0,26.0,8.5,607.0,2D Boy,E,1,1,1329,261,90.0,90.0
14106,Secret Files 2: Puritas Cordis,PC,2009.0,Adventure,Deep Silver,0.0,0.03,0.0,0.0,0.04,64.0,14.0,7.1,17.0,"Fusionsphere Systems, Animation Arts",T,121,1,1330,31,61.607142857142854,64.0
14109,Monster Kingdom: Jewel Summoner,PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,66.0,25.0,6.8,6.0,Gaia (Sony),T,687,1,1331,3,74.0028653295129,66.0
14110,Railroad Tycoon 3,PC,2003.0,Strategy,Gathering of Developers,0.0,0.03,0.0,0.0,0.04,80.0,19.0,7.7,57.0,PopTop Software,E,9,2,1311,119,62.0,73.0
14112,Zoo Hospital,DS,2007.0,Simulation,Eidos Interactive,0.03,0.0,0.0,0.0,0.04,53.0,6.0,tbd,,Torus Games,E,198,29,880,19,68.50359712230215,55.714285714285715
14118,Sega Arcade Gallery,GBA,2003.0,Misc,THQ,0.03,0.01,0.0,0.0,0.04,70.0,12.0,tbd,,Bits Studios,E,715,7,829,26,66.74567901234568,61.57142857142857
